"Zona portuaria","Sociedad Portuaria","Tipo de embalaje","Exportación","Importación","Transbordo","Tránsito Internacional","Fluvial","Cabotaje","vigencia_anno","vigencia_mes"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS llenos","16.107","20.969","120.892",,,"5.057","2.020","10"
"TURBO","PROMOTORA BANANERA S.A","TEUS llenos","644",,,,,"524","2.020","10"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS vacios","9.498",,,,,"91","2.020","10"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS vacios","6.540","649",,,,,"2.020","10"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS llenos","1.325","1.193","416","2.181",,,"2.020","11"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS vacios","66","19","85","964",,,"2.020","11"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS vacios","6.977","1.169","602",,,,"2.020","11"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS llenos","2.669","16.097",,,,"748","2.020","11"
"TURBO","C.I. UNIÓN DE BANANEROS DE URABA S.A. - UNIBAN","TEUS llenos","1.397","283",,,,"2.698","2.020","11"
"TURBO","C.I. UNIÓN DE BANANEROS DE URABA S.A. - UNIBAN","TEUS vacios","3.642",,,,,,"2.020","11"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS llenos","5.610","13.710","1.806",,,,"2.020","11"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS vacios","5.947","458","78",,,,"2.020","11"
"CARTAGENA","PUERTO DE MAMONAL S.A.","TEUS llenos","18","17",,,,,"2.020","11"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS vacios","8","4",,,,,"2.020","11"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS llenos",,,,,,"223","2.020","11"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS vacios",,,,,,"13","2.020","11"
"TURBO","PROMOTORA BANANERA S.A","TEUS llenos","494",,,,,"400","2.020","11"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS vacios","11.155",,,,,"96","2.020","11"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS llenos","4.366","4.996",,,,,"2.020","11"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS llenos","8.003","9.839","34.658",,,"1.634","2.020","11"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS vacios","136",,,,,"444","2.020","11"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS vacios",,,"70",,,,"2.020","11"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS llenos","15.071","21.993","116.945",,,"5.170","2.020","11"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS vacios","272","1.395","12",,,"1.756","2.020","11"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS vacios","8.376","2.045","20.753",,,"1.691","2.020","11"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS llenos",,"30",,,,,"2.020","11"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS llenos","4","26",,,,,"2.020","11"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS vacios","2.515","1.071","4.847",,,"1.378","2.020","11"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS llenos","11.325","17.689","1.655",,,,"2.020","11"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS llenos",,"97",,,,"465","2.020","11"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS vacios","1.706","859",,,,"911","2.020","11"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS vacios","6.852","616",,,,"83","2.020","12"
"TURBO","C.I. UNIÓN DE BANANEROS DE URABA S.A. - UNIBAN","TEUS llenos","1.340","367",,,,"3.074","2.020","12"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS vacios","69","121","52","321",,,"2.020","12"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS vacios","3.614","384","43",,,,"2.020","12"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS llenos","4.611","10.892","1.421",,,,"2.020","12"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS vacios","7.483","512","6",,,,"2.020","12"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS llenos","16.092","24.452","125.653",,,"6.625","2.020","12"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS llenos",,,,,"4",,"2.020","12"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS llenos","5.480","17.668",,,,"520","2.020","12"
"CARTAGENA","PUERTO DE MAMONAL S.A.","TEUS llenos","4","7",,,,,"2.020","12"
"TURBO","C.I. UNIÓN DE BANANEROS DE URABA S.A. - UNIBAN","TEUS vacios","5.074",,,,,,"2.020","12"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS vacios","212",,,,,"647","2.020","12"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS llenos",,"40",,,,,"2.020","12"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS llenos","4","8",,,,,"2.020","12"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS vacios","3.511","1.738","6.899",,,"1.551","2.020","12"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS llenos","7.929","8.834","30.950",,,"1.582","2.020","12"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS vacios",,"24",,,,,"2.020","12"
"TURBO","PROMOTORA BANANERA S.A","TEUS llenos","526",,,,,"674","2.020","12"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS vacios",,,,,"40",,"2.020","12"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS llenos","7","251",,,,"791","2.020","12"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS vacios","1.334","1.131",,,,"1.198","2.020","12"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS llenos","1.626","1.440","304","2.195",,,"2.020","12"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS llenos",,,,,,"373","2.020","12"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS vacios",,,"100",,,,"2.020","12"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS vacios","136","1.430","8",,,"1.731","2.020","12"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS vacios",,,,,,"44","2.020","12"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS llenos","10.864","16.239","9.050",,,,"2.020","12"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS llenos","4.247","5.380",,"57",,"53","2.020","12"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS vacios","8.606","1.252","19.717",,,"1.410","2.020","12"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS vacios",,,,,,"29","2.021","1"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS vacios",,,,,"40",,"2.021","1"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS llenos",,,,,"10",,"2.021","1"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS vacios","135",,,,,"589","2.021","1"
"TURBO","C.I. UNIÓN DE BANANEROS DE URABA S.A. - UNIBAN","TEUS llenos","1.582","201",,,,"2.715","2.021","1"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS vacios","9.981","1.115","11.707",,,"1.232","2.021","1"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS vacios","4.329","1.668","9.557",,,"1.864","2.021","1"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS vacios",,"8",,,,,"2.021","1"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS vacios","6.281","587",,,,,"2.021","1"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS vacios","12.006",,,,,,"2.021","1"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS llenos",,,,,,"351","2.021","1"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS llenos","7.366","13.450","6.618",,,,"2.021","1"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS llenos","4.219","4.488","2","58",,"27","2.021","1"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS llenos","1.272","1.261","242","2.459",,,"2.021","1"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS llenos","3.322","7.514","1.883",,,,"2.021","1"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS llenos","7","80",,,,,"2.021","1"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS vacios",,,"34",,,,"2.021","1"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS vacios","395","6","108","1.112",,,"2.021","1"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS vacios","815","1.402","63",,,"2.318","2.021","1"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS llenos","2.743","17.448",,,,"325","2.021","1"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS llenos","8.291","10.079","27.526",,,"1.515","2.021","1"
"TURBO","C.I. UNIÓN DE BANANEROS DE URABA S.A. - UNIBAN","TEUS vacios","633","4.469",,,,,"2.021","1"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS llenos","13.610","23.573","115.636",,,"6.818","2.021","1"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS vacios","86",,,,,,"2.021","1"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS vacios","7.244","4",,,,,"2.021","1"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS llenos",,"122",,,,"812","2.021","1"
"TURBO","PROMOTORA BANANERA S.A","TEUS llenos","482",,,,,"478","2.021","1"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS vacios","1.436","1.227",,,,"1.175","2.021","1"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS llenos",,"14",,,,,"2.021","1"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS llenos","12.054","20.064","4.792",,,,"2.021","2"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS llenos","5.638","13.152","1.191",,,,"2.021","2"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS vacios","152",,,,,"629","2.021","2"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS vacios","1.416","1.200",,,,"601","2.021","2"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS llenos",,,,,,"308","2.021","2"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS vacios","161","1.379","2",,,"1.921","2.021","2"
"TURBO","PROMOTORA BANANERA S.A","TEUS llenos","586",,,,,"590","2.021","2"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS llenos","14.919","18.512","107.313",,,"5.807","2.021","2"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS llenos",,"44",,,,,"2.021","2"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS llenos","8.208","9.619","28.713",,,"1.488","2.021","2"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS llenos","1.099","1.086","259","2.172",,,"2.021","2"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS vacios","5.773","108","200",,,,"2.021","2"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS vacios",,,,,,"35","2.021","2"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS vacios","181","29","139","962",,,"2.021","2"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS vacios","9.936","205","170",,,,"2.021","2"
"TURBO","C.I. UNIÓN DE BANANEROS DE URABA S.A. - UNIBAN","TEUS vacios","545","4.562",,,,,"2.021","2"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS vacios","51",,,,,,"2.021","2"
"TURBO","C.I. UNIÓN DE BANANEROS DE URABA S.A. - UNIBAN","TEUS llenos","1.690","344",,,,"2.732","2.021","2"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS llenos","4.638","4.297","1","5",,,"2.021","2"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS vacios","6.048","1.813","17.572",,,"1.600","2.021","2"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS llenos","3.111","13.034",,,,"319","2.021","2"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS vacios","3.085","1.754","6.018",,,"1.638","2.021","2"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS llenos",,"93",,,,"645","2.021","2"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS llenos","1","49",,,,,"2.021","2"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS vacios","9.436","212",,,,"300","2.021","2"
"CARTAGENA","PUERTO DE MAMONAL S.A.","TEUS llenos",,"26",,,,,"2.021","2"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS vacios",,"36",,,,,"2.021","2"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS llenos","4","6",,,,,"2.021","2"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS vacios",,,"88",,,,"2.021","2"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS llenos","10.037","17.937","1.845",,,,"2.021","3"
"CARTAGENA","PUERTO DE MAMONAL S.A.","TEUS llenos",,"1",,,,,"2.021","3"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS llenos","4.890","5.133","2","19",,"14","2.021","3"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS vacios","1.223","1.383",,,,"660","2.021","3"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS vacios","52","444","296","776",,,"2.021","3"
"TURBO","C.I. UNIÓN DE BANANEROS DE URABA S.A. - UNIBAN","TEUS vacios","498","4.984",,,,,"2.021","3"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS vacios","6.836","816","14.110",,,"1.145","2.021","3"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS vacios","11.118",,,,,,"2.021","3"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS llenos",,"2",,,,,"2.021","3"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS llenos","1.337","1.149","435","2.242",,,"2.021","3"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS llenos","3.306","15.323",,,,"583","2.021","3"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS llenos","17.365","23.063","115.522",,,"4.658","2.021","3"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS vacios",,"12",,,,,"2.021","3"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS llenos","1","49",,,,,"2.021","3"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS vacios","45",,,,,,"2.021","3"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS llenos","7.855","9.920","35.120",,,"1.364","2.021","3"
"TURBO","C.I. UNIÓN DE BANANEROS DE URABA S.A. - UNIBAN","TEUS llenos","2.185","202",,,,"2.654","2.021","3"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS vacios","11.783","210","206",,,,"2.021","3"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS llenos","4.655","11.941","456",,,,"2.021","3"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS llenos",,,,,,"338","2.021","3"
"TURBO","PROMOTORA BANANERA S.A","TEUS llenos","1.022",,,,,"970","2.021","3"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS vacios",,"34","6",,,,"2.021","3"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS vacios",,"216",,,,"649","2.021","3"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS vacios","3.293","825","8.891",,,"1.067","2.021","3"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS vacios","785","1.315","5",,,"2.161","2.021","3"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS llenos",,"236",,"2",,"923","2.021","3"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS vacios",,,,,,"29","2.021","3"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS vacios","5.963","8","194",,,,"2.021","3"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS llenos","4","43",,,,,"2.021","3"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS llenos","1.806","1.321","444","3.464",,,"2.021","4"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS llenos",,,,,,"299","2.021","4"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS llenos","7","64",,,,,"2.021","4"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS llenos",,"6",,,,,"2.021","4"
"CARTAGENA","PUERTO DE MAMONAL S.A.","TEUS llenos",,"2",,,,,"2.021","4"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS llenos","4.280","10.740","323",,,,"2.021","4"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS vacios","6.198",,,,,,"2.021","4"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS llenos",,"12",,,,,"2.021","4"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS vacios","54",,,,,,"2.021","4"
"TURBO","C.I. UNIÓN DE BANANEROS DE URABA S.A. - UNIBAN","TEUS vacios","462","5.008",,,,,"2.021","4"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS vacios","1.691","146","5.951",,,"1.223","2.021","4"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS vacios",,,,,,"42","2.021","4"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS vacios","535","1.642","33",,,"1.937","2.021","4"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS vacios","162","394","367","836",,,"2.021","4"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS llenos","1","255",,,,"742","2.021","4"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS vacios","9.004","208","320",,,,"2.021","4"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS llenos","16.227","22.748","123.056",,,"6.103","2.021","4"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS vacios","1.338","1.098",,"1",,"833","2.021","4"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS llenos","5.428","16.275",,,,"458","2.021","4"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS vacios","7.914","903","16.550",,,"1.208","2.021","4"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS llenos","8.035","11.080","33.165",,,"1.500","2.021","4"
"TURBO","C.I. UNIÓN DE BANANEROS DE URABA S.A. - UNIBAN","TEUS llenos","3.043","312",,,,"3.318","2.021","4"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS vacios","248",,,,,"764","2.021","4"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS vacios",,,"70",,,,"2.021","4"
"TURBO","PROMOTORA BANANERA S.A","TEUS llenos","788",,,,,"722","2.021","4"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS vacios","4.465","114","802",,,,"2.021","4"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS llenos","4.442","5.733","3","88",,"72","2.021","4"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS llenos","8.220","15.997","2.686",,,,"2.021","4"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS vacios",,,,,"22",,"2.021","5"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS vacios","43",,,,,,"2.021","5"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS llenos","326","9.597","841",,,,"2.021","5"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS vacios","2.763","110","3.160",,,,"2.021","5"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS llenos","1","78",,,,,"2.021","5"
"TURBO","C.I. UNIÓN DE BANANEROS DE URABA S.A. - UNIBAN","TEUS vacios","563","4.998",,,,,"2.021","5"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS llenos","8.239","12.484","33.814",,,"1.628","2.021","5"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS vacios","54","412","128","428",,,"2.021","5"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS vacios","5.272",,,,,"4","2.021","5"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS llenos",,,,,"25",,"2.021","5"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS llenos","1.967","10.880",,,,"1.189","2.021","5"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS llenos","5.441","5.481","7","49",,"1","2.021","5"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS vacios","636","1.994","53",,,"2.103","2.021","5"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS llenos",,"12","4",,,,"2.021","5"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS vacios","176",,,,,"573","2.021","5"
"TURBO","C.I. UNIÓN DE BANANEROS DE URABA S.A. - UNIBAN","TEUS llenos","1.915","320",,,,"2.480","2.021","5"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS vacios",,"14",,,,,"2.021","5"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS vacios","3.994","45","2.186",,,,"2.021","5"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS llenos",,"16",,,,,"2.021","5"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS vacios",,,"22",,,"22","2.021","5"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS llenos",,,,,,"390","2.021","5"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS llenos","1.049","1.074","357","3.002",,,"2.021","5"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS llenos","2.825","23.701","6.647",,,,"2.021","5"
"CARTAGENA","PUERTO DE MAMONAL S.A.","TEUS llenos",,"2",,,,,"2.021","5"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS llenos",,"117",,"2",,"572","2.021","5"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS vacios","5.482","910","5.931",,,"1.672","2.021","5"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS vacios",,,,,,"36","2.021","5"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS vacios","496","1.379",,"3",,"1.949","2.021","5"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS vacios","5.909","1.746","20.820",,,"1.631","2.021","5"
"TURBO","PROMOTORA BANANERA S.A","TEUS llenos","716",,,,,"776","2.021","5"
